Sr_No,Hospital_Name,Address_Original_First_Line,Location,District,State,Pincode,State_ID,District_ID,Latitude,Longitude,coords_valid
15399,Vikram Jana Seva Trust,Vikram Nagar Jawad,Vikram Nagar Jawad,Neemuch,Madhya Pradesh,458441,23,432,24.5858514,74.8565613,True
15400,Vimal Clinc and Nur Home,,Neemuch,Neemuch,Madhya Pradesh,458441,23,432,24.4763852,74.8624092,True
15401,Wadhwa Hospital,"14/3,Vikas Nagar","14/3,Vikas Nagar,Neemuch",Neemuch,Madhya Pradesh,458441,23,432,24.467966,74.8686224,True
15402,Maa Padmawati Nursing Home,Gandhi Chowk,"Gandhi Chowk, Panna",Panna,Madhya Pradesh,488001,23,426,24.7180311,80.1819268,True
15404,Arogya Hospital,"National Highway12, Above Central Bank","National Highway12, Above Central Bank",Raisen,Madhya Pradesh,464551,23,446,25.5474246,85.1411006,True
15406,Punjabi Nursing Home,"Raigarh Road,Biaora","Raigarh Road,Biaora",Rajgarh,Madhya Pradesh,465674,23,442,23.9185649,76.9113222,True
15408,Ankoor Hospital Neo Ankoor Criti Care Center,Vedvyas Colony,"Vedvyas Colony, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15409,Ashirwad Nursing Home,"Ved Vyas Colony,Hat Road","Ved Vyas Colony,Hat Road Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15410,Chahar Trma Centre,Ajanta Talkies Road,"Ajanta Talkies Road, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3301488,75.0447506,True
15411,Chl Jain Diwakar Hospital,Sagod Road Sagod Road,Sagod Road Sagod Road Ratlam,Ratlam,Madhya Pradesh,457001,23,434,23.3288909,75.0127985,True
15412,Dr.H.C. Khandelwal Clinic,Near Icici Bank 31/1 Ajanta Cenema Road,"Near Icici Bank 31/1 Ajanta Cenema Road, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15413,Gayatri Hospital,"80 Fet Road,Ratnapuri","80 Fet Road,Ratnapuri,Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.344413,75.0271621,True
15415,Kamla Eye Hospital,"100, Nahar Pura","100, Nahar Pura, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3255512,75.0378345,True
15416,Maa Falaudi Hospital,"Ratnapuri, Sajjan Mill Parisar","Ratnapuri, Sajjan Mill Parisar, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15417,Maa Gayatri Hospital,,Ratlam,Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15418,Maheshwari Hospital,"418 , Katju Nagar","418, Katju Nagar, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3292158,75.0370617,True
15419,Mehra Nursing Home,Katju Nagar,"Katju Nagar, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3292158,75.0370617,True
15420,Mission Hospital,"Kharwakala, Disstt.","Kharwakala, Disstt. Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.6153994,75.446297,True
15421,Rathore Nursing Home And Maternity Home,"Choupati, Jaora, Disst.","Choupati, Jaora, Disst. Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3341696,75.0376325,True
15422,Ratlam Hospital and Research Center,"12, Shastrinagar","12, Shastrinagar, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3312754,75.0439614,True
15423,Samarpan Hospital And Research Centre,Ajanta Talkies Road,"Ajanta Talkies Road, Ratlam.",Ratlam,Madhya Pradesh,457001,23,434,23.3301488,75.0447506,True
15424,Sanjeevani Orthopaedic Hospital and Physiotherapy Ce,"Opposite Rumi Gas Service, 38, New Road","Opposite Rumi Gas Service, 38, New Road, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3309061,75.0428731,True
15425,Shah Multi Speciality Hospital,24 Katju Nagar,"24 Katju Nagar,Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3292158,75.0370617,True
15426,Shraddha General Hospital,"478, Katju Nagar","478, Katju Nagar, Ratlam",Ratlam,Madhya Pradesh,457001,23,434,23.3292158,75.0370617,True
15427,Wadhwani Nursing Home and Pathology Lab,Station Road,Station Road,Ratlam,Madhya Pradesh,457001,23,434,23.3354594,75.0494208,True
15435,Shree Nursing Home,"Aashirvad Complex,Sirmour Chowk","Aashirvad Complex,Sirmour Chowk Rewa",Rewa,Madhya Pradesh,486001,23,430,24.5117645,81.3468167,True
15437,Arihant Hospital,"Shri Praman Sagar Ashirvad Building , Near Jain Temple , Ankur Colony , Makronia","Shri Praman Sagar Ashirvad Building, Near Jain Temple Ankur Colony , Makronia, Sagar",Sagar,Madhya Pradesh,470001,23,427,23.8540485,78.7895295,True
15441,Sewa Hospital,"Mig -39, Padmakar Nagar Rajakhedi Makronia","Mig -39, Padmakar Nagar Rajakhedi Makronia Sagar",Sagar,Madhya Pradesh,470001,23,427,23.8720055,78.8028666,True
15442,Ganesh Memorial Hospital,Sadar Sagar,Sadar Sagar,Sagar,Madhya Pradesh,470002,23,427,23.838805,78.7378068,True
15443,Khemchand Jain Hospital And Research Centre,Keshavgang,"Keshavgang,Sagar",Sagar,Madhya Pradesh,470002,23,427,23.838805,78.7378068,True
15445,Shri Chaitanya Hospital,Tili Road,"Tili Road, Sagar",Sagar,Madhya Pradesh,470002,23,427,23.838805,78.7378068,True
15446,Janak Nursing Home,"Mig-19,Padmakar Nagar,Makronia","Mig-19,Padmakar Nagar,Makronia, Sagar",Sagar,Madhya Pradesh,470004,23,427,23.8514011,78.7869335,True
15447,Narayan Hospital,"25,Padmakar Nagar,Makronia","25,Padmakar Nagar,Makronia,Sagar",Sagar,Madhya Pradesh,470004,23,427,23.8514011,78.7869335,True
15450,Berry Hospital,Satna137/1 Near Bus Stand,Satna137/1 Near Bus Stand Satna,Satna,Madhya Pradesh,485001,23,429,24.7975947,80.9751391,True
15452,District Hospital,,Satna,Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15453,Dr Jha Hospital,Bharhut Nagar,Bharhut Nagar,Satna,Madhya Pradesh,485001,23,429,24.5760876,80.8419307,True
15454,Dr.Dutta's Patho Clinic and Cancer Diagnostic Center,"Saraswati School Road, Krishna Nagar","Saraswati School Road, Krishna Nagar",Satna,Madhya Pradesh,485001,23,429,24.569346,80.8445223,True
15455,Joy Care Center,Bharhut Nagar,Bharhut Nagar,Satna,Madhya Pradesh,485001,23,429,24.5760876,80.8419307,True
15456,Keerti Orthopaedic Home,"9, Navrang Park, Birla Road","9, Navrang Park, Birla Road, Satna",Satna,Madhya Pradesh,485001,23,429,24.5803188,80.852989,True
15457,Nahar Nursing Home,Rewa Road,"Rewa Road, Satna",Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15458,Netra Jyoti Micro Surgery Eye Hospital and Contact Lens Centre,"Semaria Chowk, Birla Road","Semaria Chowk, Birla Road, Satna",Satna,Madhya Pradesh,485001,23,429,24.5803188,80.852989,True
15459,Prem Nursing Home,M G Road,"M G Road, Satna",Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15460,Pushpanjali Nursing Home,Near Bus Stand,Near Bus Stand Satna,Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15461,R K Medical Centre,Panna Naka,"Panna Naka, Satna",Satna,Madhya Pradesh,485001,23,429,24.5770337,80.8161116,True
15462,Rasendra Memorial Nahar Ent Hospital,"Near Cma School, Rew Road","Near Cma School, Rew Road, Satna",Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15463,Sanjiwani Super Speciality Hospital,"Behind Fire Brigde Office , Bus Stand","Behind Fire Brigde Office, Bus Stand Satna",Satna,Madhya Pradesh,485001,23,429,24.6005075,80.8322428,True
15464,Shubham Nursing Home,Shakti Bihar Colony,"Shakti Bihar Colony, Satna",Satna,Madhya Pradesh,485001,23,429,24.5727139,80.8408927,True
15465,M.P.Birla Hospital,P.O.Birla Vikash,"P.O.Birla Vikash,Satna",Satna,Madhya Pradesh,485005,23,429,24.5943748,80.8658857,True
15466,Santosham Health Care,"Subji Mandi Chowk , Sindhicamp","Subji Mandi Chowk, Sindhicamp, Satna",Satna,Madhya Pradesh,485005,23,429,24.6005075,80.8322428,True
15467,Pushpajali Nursing Home and Sankar Memorial Hospital and Research Center,Bus Stand,Bus Stand Satna,Satna,Madhya Pradesh,485775,23,429,24.6005075,80.8322428,True
15468,Jaiswal Hospital,Near New Bus Stand,"Near New Bus Stand, Sehore",Sehore,Madhya Pradesh,466001,23,445,23.2005571,77.08776,True
15469,Pushpa Kalyan Hospital,Ashta P.O,Ashta P.O. Sehore,Sehore,Madhya Pradesh,466116,23,445,23.205012,77.0850781,True
15472,Sewa Sadan Hospital,"Main Road, Near Bus Stand","Main Road, Near Bus Stand,.",Seoni,Madhya Pradesh,480886,23,456,15.6204361,77.2851136,True
15474,Patidar Nursing Home,Near Bus Stand,"Near Bus Stand, Shajapur",Shajapur,Madhya Pradesh,465001,23,436,23.7136962,76.0078973,True
15475,Vyas Hospital And Research Center,New Road,"New Road, Shajapur",Shajapur,Madhya Pradesh,465001,23,436,23.4277295,76.2681871,True
15478,Sewadham Hospital And Research Center,"Gandhi Chouraha Chawni, Agar","Gandhi Chouraha Chawni, Agar",Shajapur,Madhya Pradesh,465441,23,436,23.7162305,76.0183573,True
15479,M M Hospital,248 Hathi Khana Road,248 Hathi Khana Road Shivpuri,Shivpuri,Madhya Pradesh,473551,23,423,25.424098,77.6479039,True
15482,Vidya Devi Hospital,New Block,New Block Shivpuri,Shivpuri,Madhya Pradesh,473551,23,423,25.4263711,77.6558847,True
15487,Christian Hospital,,"Chhatarpur,",Chhatarpur,Madhya Pradesh,471001,23,424,24.7456147,78.8320779,True
15491,Matritva Maternity Home,Opposite Laxmi Talkies,"Opposite Laxmi Talkies, Tikamgarh",Tikamgarh,Madhya Pradesh,472001,23,424,24.7456147,78.8320779,True
15492,Seva Nursing Home,Civil Line,Civil Line Tikamgarh,Tikamgarh,Madhya Pradesh,472001,23,424,24.7505284,78.8311858,True
15493,Shri Sai Hospital,"Sheetla Mata Market, Timarni","Sheetla Mata Market, Timarni",Tikamgarh,Madhya Pradesh,472001,23,424,22.3692296,77.2261452,True
15494,Apollo Eye Hospital,"23/4 Bhoj Marg, Near Mungee Nursing Home, Freeganj","23/4 Bhoj Marg, Near Mungee Nursing Home, Freeganj, Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1793593,75.7971004,True
15495,"Chl-Medical Centre, Ujjain","Nanakheda,Heri Phatak Bypass, (Mahakal Road)","Nanakheda,Heri Phatak Bypass, (Mahakal Road), Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1793013,75.7849097,True
15496,District Hospital,,Ujjain,Ujjain,Madhya Pradesh,456001,23,435,23.1793013,75.7849097,True
15497,G.D.Birla Memorial,Mahanandan Nagar,"Mahanandan Nagar, Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1540107,75.8025492,True
15498,J.K.Nursing Home,"4, Sant Nagar,Ujjain H O","4, Sant Nagar,Ujjain H O,.",Ujjain,Madhya Pradesh,456001,23,435,23.1712155,75.7916513,True
15501,Pednekar Maternity and Nursing Home,38 A Univercity Road,"38 A Univercity Road,Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1793013,75.7849097,True
15502,Radiant Eye Hospital,"23/4, Bhog Marg, Near Mungee Nursing Home , Freeganj","23/4, Bhog Marg, Near Mungee Nursing Home, Freeganj Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1793593,75.7971004,True
15503,Rawat Nursing Home and Helath Centre,26 Nizatpura,"26 Nizatpura,Ujjain",Ujjain,Madhya Pradesh,456001,23,435,23.1793013,75.7849097,True
15504,Rogi Kaliyan Sameti Shreemant Madhavrav Sindhiya H,,Ujjain,Ujjain,Madhya Pradesh,456001,23,435,23.1793013,75.7849097,True
15506,Saluja Nursing and Maternity Home,Kothi Road,"Kothi Road,Ujjain",Ujjain,Madhya Pradesh,456006,23,435,23.1618435,75.8081587,True
15507,Shree G .D Bira Memorial Health Center,Mahananda Nagar,"Mahananda Nagar,Ujjain",Ujjain,Madhya Pradesh,456006,23,435,23.1540107,75.8025492,True
15508,Ujjain Charitable Trust Hospital and Research Centre,Budhwariya,"Budhwariya,Ujjain",Ujjain,Madhya Pradesh,456006,23,435,23.1793013,75.7849097,True
15509,Adinath Eye Care Centre,Dashera Medan,Dashera Medan Ujjain,Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15510,Ashok Hospital,"M.G. Road, Barnagar","M.G. Road, Barnagar, Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1613245,75.7353609,True
15511,Bhargava Heart Hospital and Intensive Care Unit,"Rajaswa Colony Road, Opposite Police Control Room, Madhavnagar","Rajaswa Colony Road, Opposite Police Control Room, Madhavnagar",Ujjain,Madhya Pradesh,456010,23,435,16.8922136,74.5880598,True
15512,Dr. Deshmukh Mother and Child Hospital,"49, Kamla Nehru Marg, Old Mungee Nursingh Home Builiding, Freeganj","49, Kamla Nehru Marg, Old Mungee Nursingh Home Builiding, Freeganj, Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1793593,75.7971004,True
15513,Dr. Rakesh Agarwal Nursing Home,"#101, Alakh Dhaun, Gordhan Dhaun Naga","101, Alakh Dhaun, Gordhan Dhaun Nagar., Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15514,Mewar Orthopaedic Hospital Pvt Ltd,"1-B, Kshapnak Marg, G.D.C Road, Infront Of Lic & Bsnl Office","1-B, Kshapnak Marg, G.D.C Road, Infront Of Lic & Bsnl Office, Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15515,Mukhiya Hoapital And Maternity Home,Add Gdc Road,Add Gdc Road Ujjain,Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15516,Pushpa Mission Hospital,"Dewas Road, Maria Nagar","Dewas Road, Maria Nagar",Ujjain,Madhya Pradesh,456010,23,435,22.9622672,76.0507949,True
15517,R.D. Gardi Medical College Ujjain Charitable Trust,Budhawariya,"Budhawariya, Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15521,Shinde Nursing And Maternity Home,"48, Subhash Nagar, Sanwer Road","48, Subhash Nagar, Sanwer Road, Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.0796326,75.8180367,True
15522,Visual Eye Hospital,Freegunj,"Freegunj,Ujjain",Ujjain,Madhya Pradesh,456010,23,435,23.1793013,75.7849097,True
15523,Indubhai Parekh Memeorial Hospital,"Birlagram, Nagda","Birlagram, Nagda",Ujjain,Madhya Pradesh,456331,23,435,23.4465681,75.407488,True
15524,Sharma Nursing Home And Iccu,"256, Jawahar Marg","256, Jawahar Marg, Nagda",Ujjain,Madhya Pradesh,456335,23,435,23.4560385,75.4231901,True
15525,Shree Jee Hospital,79 Ramsahay Marg,"79 Ramsahay Marg,Nagda",Ujjain,Madhya Pradesh,456335,23,435,23.4601232,75.4119263,True
15526,Geeta Hospital And Research Centre,"7 Diversion Road,Badnagar","7 Diversion Road,Badnagar",Ujjain,Madhya Pradesh,456771,23,435,23.0504394,75.3773549,True
15527,Amrita Hospital,Signal Tola,"Signal Tola,Umariya",Umaria,Madhya Pradesh,484661,23,431,23.8004198,80.9484195,True
15529,Indu Jain Maternity and Heart Hospital,Hospital Road,Hospital Road,Vidisha,Madhya Pradesh,464001,23,443,23.5225333,77.8067934,True
15531,Maa Hospital And Research Centre,"Shri Ram Nagar, Mohangiri","Shri Ram Nagar, Mohangiri, Vidisha",Vidisha,Madhya Pradesh,464001,23,443,23.5194774,77.8082392,True
15535,Shreemali Children Hospital,"Rameshwar Road,Jhandwa","Rameshwar Road,Jhandwa",Vidisha,Madhya Pradesh,464228,23,443,21.8278303,76.3497181,True
15536,District Hospital,,Khargone,Khargone,Madhya Pradesh,451001,23,440,21.8335244,75.6149893,True
15538,Maa Memorial Durgicl Clinic And Diagnostic Center,B.T.I. Road,"B.T.I. Road, Khargone,",Khargone,Madhya Pradesh,451001,23,440,21.8342396,75.6094491,True
15540,Rogi Kalyan Samiti Distict Hospital,,"Khargon,",Khargone,Madhya Pradesh,451001,23,440,21.8335244,75.6149893,True
15541,Rohit Hospital,Gurudwara Road,"Gurudwara Road,Khargone",Khargone,Madhya Pradesh,451001,23,440,22.2337531,76.0479393,True
15542,Shada Hospital,Sanawad Road,Sanawad Road Khargone,Khargone,Madhya Pradesh,451001,23,440,21.8329311,75.6333537,True
15543,Subhoshi Hospital,Gouridham,"Gouridham, Khargone",Khargone,Madhya Pradesh,451001,23,440,21.8359024,75.6171716,True
15544,"Vijaylaxmi Hospital And Research Centre,",Sanawad Road,"Sanawad Road,Khargone",Khargone,Madhya Pradesh,451001,23,440,21.8329311,75.6333537,True
15545,Holy Cross Maternity Hospital,Sanawad,"Sanawad,",Khargone,Madhya Pradesh,451111,23,440,22.1764007,76.068199,True
15546,Jain Hospital,"In Front Of Government Hospital,Sanawad","In Front Of Government Hospital,Sanawad",Khargone,Madhya Pradesh,451111,23,440,22.1764007,76.068199,True
15547,Narmada Hospital,"Baheti Colony,Sanawad","Baheti Colony,Sanawad",Khargone,Madhya Pradesh,451111,23,440,22.1814237,76.071462,True
15549,Ritwik Hospital,Jawahar Marg,"Jawahar Marg, Sanawad",Khargone,Madhya Pradesh,451111,23,440,22.1765499,76.0695101,True
15550,Shri Dada Darbar Hospital,Navghat Khedi Barwaha,Navghat Khedi Barwaha,Khargone,Madhya Pradesh,451115,23,440,22.2532435,76.0407918,True
15551,Sunderson Hospital Intensiv Care Unit,"08, Indore Road, Barwaha","08, Indore Road, Barwaha",Khargone,Madhya Pradesh,451115,23,440,24.4185843,78.1136794,True
15552,"Centre for Sight, Indore","101, Bansiwala tower, Agrasen square","101, Bansiwala tower, Agrasen square, Indore, Madhya Pradesh.",Indore,Madhya Pradesh,452001,,439,22.7030399,75.8729802,True
15554,Anand Hospital,"Nagar Road , Jamkhed","Nagar Road, Jamkhed",Ahmednagar,Maharashtra,413201,27,522,18.7380109,75.312064,True
15555,Comprehensive Rural Health Project,"Karmala Road,Jamkhed","Karmala Road,Jamkhed,Ahmednagar",Ahmednagar,Maharashtra,413201,27,522,18.4128194,75.1967746,True
15556,Ghodke Hospital,Jamkhed,Jamkhed,Ahmednagar,Maharashtra,413201,27,522,18.7380109,75.312064,True
15558,Pawar Hospital,Beed Road,"Beed Road,,.",Ahmednagar,Maharashtra,413201,27,522,19.09459,74.7785026,True
15559,Bhandari Hospital,"Manmad Road, Hotel Bghagyuashree Jawal, Rahuri","Manmad Road, Hotel Bghagyuashree Jawal, Rahuri",Ahmednagar,Maharashtra,413705,27,522,20.2511789,74.4366016,True
15561,Appa Saheb Dhanvate Memorial Hospital,Puntamba,Puntamba,Ahmednagar,Maharashtra,413707,27,522,19.7666681,74.6195474,True
15564,Mohini Hospital,Ward No.6,"Ward No.6,.",Ahmednagar,Maharashtra,413709,27,522,19.0952075,74.7495916,True
15565,Padghau Hospital,"Nivasa Road, Shreerampur","Nivasa Road, Shreerampur,",Ahmednagar,Maharashtra,413709,27,522,19.6199519,74.6758693,True
15567,Sakhar Kamhgar Hospital Trust Gangadhar Ogale Hospital,Shrirampur,"Shrirampur, Ahamadnagar,",Ahmednagar,Maharashtra,413709,27,522,19.6222323,74.6576091,True
15568,Shirsath Hospital,Kacheri Cross Road,"Kacheri Cross Road,.",Ahmednagar,Maharashtra,413709,27,522,19.0952075,74.7495916,True
15569,Shridhar Eye Hospital Phaco Centre,"Ward No-7, Shrirampur","Ward No-7, Shrirampur, Ahmednagar",Ahmednagar,Maharashtra,413709,27,522,19.6226389,74.6539497,True
15572,Mahaske Hospital and Maternity Home,Bhableshwar,Bhableshwar,Ahmednagar,Maharashtra,413737,27,522,19.0952075,74.7495916,True
15573,Accident and Superspeciality Centre,1525 Kings Road,"1525 Kings Road,Ahmednagar",Ahmednagar,Maharashtra,414001,27,522,19.0938016,74.7498845,True
15574,Agrawal Hospital,Savedi Road,"Savedi Road,,.",Ahmednagar,Maharashtra,414001,27,522,19.1136032,74.7302645,True
15577,Bombay Nursing Home and Polyclinic,"Plot No -489, S. No.- 321/2 Main Rd Mukund Nagar","Plot No -489, S. No.- 321/2 Main Rd Mukund Nagar",Ahmednagar,Maharashtra,414001,27,522,18.1554758,73.2967848,True
15580,Daule Hospital,Savedi Road Savedi Road,Savedi Road Savedi Road Ahmednagar,Ahmednagar,Maharashtra,414001,27,522,19.1136032,74.7302645,True
15581,"Deepak Hospital, Ahmednagar",Savedi Road Savedi Road,Savedi Road Savedi Road Ahmednagar,Ahmednagar,Maharashtra,414001,27,522,19.1136032,74.7302645,True
15582,Deshpande Hospital,Patwardhan Chowk Patwardhan Chowk,Patwardhan Chowk Patwardhan Chowk Ahmednagar,Ahmednagar,Maharashtra,414001,27,522,19.0952075,74.7495916,True
15583,Dr V.N. Deshpandes Headinjury Centre Pvt.Ltd.,"1525,Kingsroad,Near Kothala Stand","1525,Kingsroad,Near Kothala Stand,Ahmednagar",Ahmednagar,Maharashtra,414001,27,522,19.0952075,74.7495916,True
15586,Dr. Tamboli Balrugnalaya / Chiranjiv Clinic And Child Development Centre,"3783, Ghumare Lane","3783, Ghumare Lane, Ahmednagar",Ahmednagar,Maharashtra,414001,27,522,19.0937592,74.7365224,True
15588,Hole Hospital and Maternity Home,"Kalkai Chowk, Tal. Shrigonda,N.I.T. Faridabad","Kalkai Chowk, Tal. Shrigonda,N.I.T. Faridabad",Ahmednagar,Maharashtra,414001,27,522,28.384764,77.303723,True
15589,Hruday Mitra Cardiac Care Unit,"Ghumare Lane, Ahmednagar","Ghumare Lane, Ahmednagar",Ahmednagar,Maharashtra,414001,27,522,19.0937592,74.7365224,True
15591,Kalyani Nursing Home,"Delhi Gate,Patangangalli","Delhi Gate,Patangangalli,",Ahmednagar,Maharashtra,414001,27,522,28.6139391,77.2090212,True
15593,Manas-Deep Psychitry And Neurocare Center,"Dr. Karandikar Hospital, Laltaki, Siddharth Nagar","Dr. Karandikar Hospital, Laltaki, Siddharth Nagar, Ahmednagar",Ahmednagar,Maharashtra,414001,27,522,19.6195601,74.6695931,True
15596,Narsale Hospital and Maternity Home,"Sudke Mala, Balikashram Rd","Sudke Mala, Balikashram Rd",Ahmednagar,Maharashtra,414001,27,522,19.1051624,74.7304821,True
15597,Narwade Hospital and Adv. Laparoscopy Centre,"Tilak Road,Wadia Park","Tilak Road,Wadia Park,.",Ahmednagar,Maharashtra,414001,27,522,19.0904534,74.7347189,True
15598,Netradeep Eye Hospital,Delhi Gate,"Delhi Gate,Ahmednagar,.",Ahmednagar,Maharashtra,414001,27,522,19.097758,74.7325015,True
15599,Om Gagangiri Hospital,"Madhukunj Complex,1St Floor Bove United Western Bank New Nagar Road,Sangamner","Madhukunj Complex,1St Floor Bove United Western Bank New Nagar Road,Sangamner",Ahmednagar,Maharashtra,414001,27,522,19.5771387,74.2079648,True
15600,Pandit Accident Hospital and Spine Care Centre,"Kailas Hotel, Stationrd","Kailas Hotel, Stationrd,",Ahmednagar,Maharashtra,414001,27,522,19.2381636,73.1294602,True
